Class	Category	Original_ID	ENCODE_Target	Cell_Line	Experiment	Assay	Selected_File	Assembly	Output_Type	Biological_Replicates	Date_For_Choice	Date_Released	Date_Created	Download_URL	Experiment_Link	File_Link
positive_only	TF	MYRF	MYRF	HepG2	ENCSR792MZV	TF ChIP-seq	ENCFF158PPW	GRCh38	optimal IDR thresholded peaks	1,2	2018-02-10	2018-02-10	2018-02-09T17:48:07.109881+00:00	https://www.encodeproject.org/files/ENCFF158PPW/@@download/ENCFF158PPW.bed.gz	https://www.encodeproject.org/experiments/ENCSR792MZV/	https://www.encodeproject.org/files/ENCFF158PPW/
positive_only	TF	REST	REST	HepG2	ENCSR000BOT	TF ChIP-seq	ENCFF669XCW	GRCh38	optimal IDR thresholded peaks	1,2	2012-02-29	2012-02-29	2016-12-16T08:42:37.758550+00:00	https://www.encodeproject.org/files/ENCFF669XCW/@@download/ENCFF669XCW.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BOT/	https://www.encodeproject.org/files/ENCFF669XCW/
positive_only	TF	SP1	SP1	HepG2	ENCSR460YAM	TF ChIP-seq	ENCFF333SWC	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-06T15:49:39.088366+00:00	https://www.encodeproject.org/files/ENCFF333SWC/@@download/ENCFF333SWC.bed.gz	https://www.encodeproject.org/experiments/ENCSR460YAM/	https://www.encodeproject.org/files/ENCFF333SWC/
positive_only	TF	SP4	SP4	HepG2	ENCSR642PQK	TF ChIP-seq	ENCFF938KVY	GRCh38	IDR thresholded peaks	1,2	2023-01-06	2023-01-06	2022-12-21T08:31:25.541277+00:00	https://www.encodeproject.org/files/ENCFF938KVY/@@download/ENCFF938KVY.bed.gz	https://www.encodeproject.org/experiments/ENCSR642PQK/	https://www.encodeproject.org/files/ENCFF938KVY/
positive_only	TF	ZNF180	ZNF180	HepG2	ENCSR298DSB	TF ChIP-seq	ENCFF405YXO	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-06-30T21:42:47.433130+00:00	https://www.encodeproject.org/files/ENCFF405YXO/@@download/ENCFF405YXO.bed.gz	https://www.encodeproject.org/experiments/ENCSR298DSB/	https://www.encodeproject.org/files/ENCFF405YXO/
positive_only	TF	ZNF30	ZNF30	HepG2	ENCSR891KNP	TF ChIP-seq	ENCFF290UUF	GRCh38	IDR thresholded peaks	1,2	2020-06-30	2020-06-30	2020-06-30T06:18:00.796354+00:00	https://www.encodeproject.org/files/ENCFF290UUF/@@download/ENCFF290UUF.bed.gz	https://www.encodeproject.org/experiments/ENCSR891KNP/	https://www.encodeproject.org/files/ENCFF290UUF/
positive_only	TF	ZNF441	ZNF441	HepG2	ENCSR673GDQ	TF ChIP-seq	ENCFF924VAH	GRCh38	IDR thresholded peaks	1,2	2021-02-25	2021-02-25	2021-02-12T00:47:03.671740+00:00	https://www.encodeproject.org/files/ENCFF924VAH/@@download/ENCFF924VAH.bed.gz	https://www.encodeproject.org/experiments/ENCSR673GDQ/	https://www.encodeproject.org/files/ENCFF924VAH/
positive_only	TF	ZNF564	ZNF564	HepG2	ENCSR397EOT	TF ChIP-seq	ENCFF310IWF	GRCh38	IDR thresholded peaks	1,2	2023-01-06	2023-01-06	2022-12-19T20:48:22.456963+00:00	https://www.encodeproject.org/files/ENCFF310IWF/@@download/ENCFF310IWF.bed.gz	https://www.encodeproject.org/experiments/ENCSR397EOT/	https://www.encodeproject.org/files/ENCFF310IWF/
positive_only	TF	ZNF704	ZNF704	HepG2	ENCSR523RGJ	TF ChIP-seq	ENCFF155NXO	GRCh38	IDR thresholded peaks	1,2	2023-01-06	2023-01-06	2022-12-19T19:09:59.107849+00:00	https://www.encodeproject.org/files/ENCFF155NXO/@@download/ENCFF155NXO.bed.gz	https://www.encodeproject.org/experiments/ENCSR523RGJ/	https://www.encodeproject.org/files/ENCFF155NXO/
positive_only	TF	E2F8	E2F8	K562	ENCSR953DVM	TF ChIP-seq	ENCFF171WWF	GRCh38	optimal IDR thresholded peaks	1,2	2018-01-26	2018-01-26	2016-10-24T16:07:59.059437+00:00	https://www.encodeproject.org/files/ENCFF171WWF/@@download/ENCFF171WWF.bed.gz	https://www.encodeproject.org/experiments/ENCSR953DVM/	https://www.encodeproject.org/files/ENCFF171WWF/
positive_only	TF	KLF13	KLF13	K562	ENCSR608HVP	TF ChIP-seq	ENCFF381GEK	GRCh38	optimal IDR thresholded peaks	1,2	2016-03-02	2016-03-02	2016-10-28T19:01:22.203426+00:00	https://www.encodeproject.org/files/ENCFF381GEK/@@download/ENCFF381GEK.bed.gz	https://www.encodeproject.org/experiments/ENCSR608HVP/	https://www.encodeproject.org/files/ENCFF381GEK/
positive_only	TF	KLF16	KLF16	K562	ENCSR760UVO	TF ChIP-seq	ENCFF379LKE	GRCh38	optimal IDR thresholded peaks	1,2	2016-09-12	2016-09-12	2016-10-31T15:44:08.067773+00:00	https://www.encodeproject.org/files/ENCFF379LKE/@@download/ENCFF379LKE.bed.gz	https://www.encodeproject.org/experiments/ENCSR760UVO/	https://www.encodeproject.org/files/ENCFF379LKE/
positive_only	TF	REST	REST	K562	ENCSR054JMQ	TF ChIP-seq	ENCFF118ECK	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-07-01T00:24:11.981847+00:00	https://www.encodeproject.org/files/ENCFF118ECK/@@download/ENCFF118ECK.bed.gz	https://www.encodeproject.org/experiments/ENCSR054JMQ/	https://www.encodeproject.org/files/ENCFF118ECK/
positive_only	TF	SP1	SP1	K562	ENCSR372IML	TF ChIP-seq	ENCFF412ERW	GRCh38	IDR thresholded peaks	1,2	2022-09-30	2022-09-30	2022-09-03T21:12:45.709036+00:00	https://www.encodeproject.org/files/ENCFF412ERW/@@download/ENCFF412ERW.bed.gz	https://www.encodeproject.org/experiments/ENCSR372IML/	https://www.encodeproject.org/files/ENCFF412ERW/
both	RBP	FXR2	FXR2	HepG2	ENCSR973HOJ	eCLIP	ENCFF112MVG	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:25:39.057997+00:00	https://www.encodeproject.org/files/ENCFF112MVG/@@download/ENCFF112MVG.bed.gz	https://www.encodeproject.org/experiments/ENCSR973HOJ/	https://www.encodeproject.org/files/ENCFF112MVG/
both	RBP	HNRNPC	HNRNPC	HepG2	ENCSR550DVK	eCLIP	ENCFF440ROZ	GRCh38	peaks	1,2	2015-11-09	2015-11-09	2018-12-03T15:13:04.816294+00:00	https://www.encodeproject.org/files/ENCFF440ROZ/@@download/ENCFF440ROZ.bed.gz	https://www.encodeproject.org/experiments/ENCSR550DVK/	https://www.encodeproject.org/files/ENCFF440ROZ/
both	RBP	HNRNPL	HNRNPL	HepG2	ENCSR724RDN	eCLIP	ENCFF266TKW	GRCh38	peaks	1,2	2017-12-04	2017-12-04	2018-12-03T15:24:25.661230+00:00	https://www.encodeproject.org/files/ENCFF266TKW/@@download/ENCFF266TKW.bed.gz	https://www.encodeproject.org/experiments/ENCSR724RDN/	https://www.encodeproject.org/files/ENCFF266TKW/
both	RBP	PABPN1	PABPN1	HepG2	ENCSR820UYE	eCLIP	ENCFF709FEU	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:26:33.303341+00:00	https://www.encodeproject.org/files/ENCFF709FEU/@@download/ENCFF709FEU.bed.gz	https://www.encodeproject.org/experiments/ENCSR820UYE/	https://www.encodeproject.org/files/ENCFF709FEU/
both	RBP	PTBP1	PTBP1	HepG2	ENCSR384KAN	eCLIP	ENCFF726SQU	GRCh38	peaks	1,2	2016-09-21	2016-09-21	2018-12-03T15:25:14.764953+00:00	https://www.encodeproject.org/files/ENCFF726SQU/@@download/ENCFF726SQU.bed.gz	https://www.encodeproject.org/experiments/ENCSR384KAN/	https://www.encodeproject.org/files/ENCFF726SQU/
both	RBP	RBM5	RBM5	HepG2	ENCSR489ABS	eCLIP	ENCFF927KRA	GRCh38	peaks	1,2	2017-08-15	2017-08-15	2018-12-03T15:20:18.493665+00:00	https://www.encodeproject.org/files/ENCFF927KRA/@@download/ENCFF927KRA.bed.gz	https://www.encodeproject.org/experiments/ENCSR489ABS/	https://www.encodeproject.org/files/ENCFF927KRA/
both	RBP	TIA1	TIA1	HepG2	ENCSR623VEQ	eCLIP	ENCFF759KCD	GRCh38	peaks	1,2	2015-07-15	2015-07-15	2018-12-03T15:13:29.158489+00:00	https://www.encodeproject.org/files/ENCFF759KCD/@@download/ENCFF759KCD.bed.gz	https://www.encodeproject.org/experiments/ENCSR623VEQ/	https://www.encodeproject.org/files/ENCFF759KCD/
both	RBP	U2AF2	U2AF2	HepG2	ENCSR202BFN	eCLIP	ENCFF721PWF	GRCh38	peaks	1,2	2015-11-09	2015-11-09	2018-12-03T15:14:59.776310+00:00	https://www.encodeproject.org/files/ENCFF721PWF/@@download/ENCFF721PWF.bed.gz	https://www.encodeproject.org/experiments/ENCSR202BFN/	https://www.encodeproject.org/files/ENCFF721PWF/
both	RBP	CPEB4	CPEB4	K562	ENCSR046JHH	eCLIP	ENCFF665BGJ	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:25:25.413759+00:00	https://www.encodeproject.org/files/ENCFF665BGJ/@@download/ENCFF665BGJ.bed.gz	https://www.encodeproject.org/experiments/ENCSR046JHH/	https://www.encodeproject.org/files/ENCFF665BGJ/
both	RBP	FMR1	FMR1	K562	ENCSR554UVB	eCLIP	ENCFF630KXK	GRCh38	peaks	1,2	2022-07-19	2022-07-19	2022-01-12T21:46:38.209791+00:00	https://www.encodeproject.org/files/ENCFF630KXK/@@download/ENCFF630KXK.bed.gz	https://www.encodeproject.org/experiments/ENCSR554UVB/	https://www.encodeproject.org/files/ENCFF630KXK/
both	RBP	FXR2	FXR2	K562	ENCSR767OEY	eCLIP	ENCFF111LMZ	GRCh38	peaks	1,2	2022-07-19	2022-07-19	2022-01-12T21:45:43.445313+00:00	https://www.encodeproject.org/files/ENCFF111LMZ/@@download/ENCFF111LMZ.bed.gz	https://www.encodeproject.org/experiments/ENCSR767OEY/	https://www.encodeproject.org/files/ENCFF111LMZ/
both	RBP	HNRNPC	HNRNPC	K562	ENCSR249ROI	eCLIP	ENCFF167CDB	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:25:21.932713+00:00	https://www.encodeproject.org/files/ENCFF167CDB/@@download/ENCFF167CDB.bed.gz	https://www.encodeproject.org/experiments/ENCSR249ROI/	https://www.encodeproject.org/files/ENCFF167CDB/
both	RBP	HNRNPL	HNRNPL	K562	ENCSR795CAI	eCLIP	ENCFF917CBK	GRCh38	peaks	1,2	2017-12-04	2017-12-04	2018-12-03T15:21:55.390141+00:00	https://www.encodeproject.org/files/ENCFF917CBK/@@download/ENCFF917CBK.bed.gz	https://www.encodeproject.org/experiments/ENCSR795CAI/	https://www.encodeproject.org/files/ENCFF917CBK/
both	RBP	KHDRBS1	KHDRBS1	K562	ENCSR628IDK	eCLIP	ENCFF027UTH	GRCh38	peaks	1,2	2015-11-09	2015-11-09	2018-12-03T15:17:10.212752+00:00	https://www.encodeproject.org/files/ENCFF027UTH/@@download/ENCFF027UTH.bed.gz	https://www.encodeproject.org/experiments/ENCSR628IDK/	https://www.encodeproject.org/files/ENCFF027UTH/
both	RBP	PABPC4	PABPC4	K562	ENCSR958FKZ	eCLIP	ENCFF452MJL	GRCh38	peaks	1,2	2018-08-30	2018-08-30	2018-12-03T15:17:55.739411+00:00	https://www.encodeproject.org/files/ENCFF452MJL/@@download/ENCFF452MJL.bed.gz	https://www.encodeproject.org/experiments/ENCSR958FKZ/	https://www.encodeproject.org/files/ENCFF452MJL/
both	RBP	PTBP1	PTBP1	K562	ENCSR981WKN	eCLIP	ENCFF907HNN	GRCh38	peaks	1,2	2015-11-09	2015-11-09	2018-12-03T15:17:23.829015+00:00	https://www.encodeproject.org/files/ENCFF907HNN/@@download/ENCFF907HNN.bed.gz	https://www.encodeproject.org/experiments/ENCSR981WKN/	https://www.encodeproject.org/files/ENCFF907HNN/
both	RBP	TIA1	TIA1	K562	ENCSR057DWB	eCLIP	ENCFF918KMT	GRCh38	peaks	1,2	2016-08-19	2016-08-19	2018-12-03T15:15:43.229455+00:00	https://www.encodeproject.org/files/ENCFF918KMT/@@download/ENCFF918KMT.bed.gz	https://www.encodeproject.org/experiments/ENCSR057DWB/	https://www.encodeproject.org/files/ENCFF918KMT/
both	RBP	U2AF2	U2AF2	K562	ENCSR893RAV	eCLIP	ENCFF290DFO	GRCh38	peaks	1,2	2015-07-15	2015-07-15	2018-12-03T15:14:22.869863+00:00	https://www.encodeproject.org/files/ENCFF290DFO/@@download/ENCFF290DFO.bed.gz	https://www.encodeproject.org/experiments/ENCSR893RAV/	https://www.encodeproject.org/files/ENCFF290DFO/
both	TF	EGR1	EGR1	GM12878	ENCSR000BMQ	TF ChIP-seq	ENCFF637UJN	GRCh38	IDR thresholded peaks	1,2	2011-07-18	2011-07-18	2020-12-11T03:38:33.612618+00:00	https://www.encodeproject.org/files/ENCFF637UJN/@@download/ENCFF637UJN.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BMQ/	https://www.encodeproject.org/files/ENCFF637UJN/
both	TF	TCF3	TCF3	GM12878	ENCSR000BQT	TF ChIP-seq	ENCFF700TAS	GRCh38	IDR thresholded peaks	1,2	2012-02-29	2012-02-29	2020-12-11T02:06:02.528903+00:00	https://www.encodeproject.org/files/ENCFF700TAS/@@download/ENCFF700TAS.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BQT/	https://www.encodeproject.org/files/ENCFF700TAS/
both	TF	ZEB1	ZEB1	GM12878	ENCSR000BND	TF ChIP-seq	ENCFF204LCG	GRCh38	optimal IDR thresholded peaks	1,2	2011-07-18	2011-07-18	2016-12-16T18:08:25.893519+00:00	https://www.encodeproject.org/files/ENCFF204LCG/@@download/ENCFF204LCG.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BND/	https://www.encodeproject.org/files/ENCFF204LCG/
both	TF	ZNF24	ZNF24	GM12878	ENCSR072PWP	TF ChIP-seq	ENCFF313HBL	GRCh38	optimal IDR thresholded peaks	1,2	2017-06-26	2017-06-26	2017-06-24T02:07:12.580089+00:00	https://www.encodeproject.org/files/ENCFF313HBL/@@download/ENCFF313HBL.bed.gz	https://www.encodeproject.org/experiments/ENCSR072PWP/	https://www.encodeproject.org/files/ENCFF313HBL/
both	TF	ZNF384	ZNF384	GM12878	ENCSR000DYP	TF ChIP-seq	ENCFF942MDT	GRCh38	optimal IDR thresholded peaks	1,2	2012-08-20	2012-08-20	2017-07-19T02:18:52.500712+00:00	https://www.encodeproject.org/files/ENCFF942MDT/@@download/ENCFF942MDT.bed.gz	https://www.encodeproject.org/experiments/ENCSR000DYP/	https://www.encodeproject.org/files/ENCFF942MDT/
both	TF	BCL6	BCL6	HepG2	ENCSR759BDG	TF ChIP-seq	ENCFF014UTU	GRCh38	optimal IDR thresholded peaks	1,2	2016-11-08	2016-11-08	2016-11-08T19:03:05.410492+00:00	https://www.encodeproject.org/files/ENCFF014UTU/@@download/ENCFF014UTU.bed.gz	https://www.encodeproject.org/experiments/ENCSR759BDG/	https://www.encodeproject.org/files/ENCFF014UTU/
both	TF	EGR1	EGR1	HepG2	ENCSR026GSW	TF ChIP-seq	ENCFF603PUS	GRCh38	IDR thresholded peaks	1,2	2020-10-22	2020-10-22	2020-10-21T00:01:26.270437+00:00	https://www.encodeproject.org/files/ENCFF603PUS/@@download/ENCFF603PUS.bed.gz	https://www.encodeproject.org/experiments/ENCSR026GSW/	https://www.encodeproject.org/files/ENCFF603PUS/
both	TF	ISX	ISX	HepG2	ENCSR543BNN	TF ChIP-seq	ENCFF085ZKR	GRCh38	IDR thresholded peaks	1,2	2020-07-14	2020-07-14	2020-07-09T07:41:25.189213+00:00	https://www.encodeproject.org/files/ENCFF085ZKR/@@download/ENCFF085ZKR.bed.gz	https://www.encodeproject.org/experiments/ENCSR543BNN/	https://www.encodeproject.org/files/ENCFF085ZKR/
both	TF	SNAI1	SNAI1	HepG2	ENCSR188EMJ	TF ChIP-seq	ENCFF179LFO	GRCh38	IDR thresholded peaks	1,2	2020-07-14	2020-07-14	2020-07-09T09:55:20.564114+00:00	https://www.encodeproject.org/files/ENCFF179LFO/@@download/ENCFF179LFO.bed.gz	https://www.encodeproject.org/experiments/ENCSR188EMJ/	https://www.encodeproject.org/files/ENCFF179LFO/
both	TF	SOX13	SOX13	HepG2	ENCSR041RCS	TF ChIP-seq	ENCFF360MIH	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-08T04:27:18.731839+00:00	https://www.encodeproject.org/files/ENCFF360MIH/@@download/ENCFF360MIH.bed.gz	https://www.encodeproject.org/experiments/ENCSR041RCS/	https://www.encodeproject.org/files/ENCFF360MIH/
both	TF	SOX5	SOX5	HepG2	ENCSR961WLZ	TF ChIP-seq	ENCFF703VBH	GRCh38	optimal IDR thresholded peaks	1,2	2016-11-08	2016-11-08	2016-11-07T22:49:35.891024+00:00	https://www.encodeproject.org/files/ENCFF703VBH/@@download/ENCFF703VBH.bed.gz	https://www.encodeproject.org/experiments/ENCSR961WLZ/	https://www.encodeproject.org/files/ENCFF703VBH/
both	TF	SOX6	SOX6	HepG2	ENCSR766TSU	TF ChIP-seq	ENCFF863JMY	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-07-01T20:20:08.420049+00:00	https://www.encodeproject.org/files/ENCFF863JMY/@@download/ENCFF863JMY.bed.gz	https://www.encodeproject.org/experiments/ENCSR766TSU/	https://www.encodeproject.org/files/ENCFF863JMY/
both	TF	SRY	SRY	HepG2	ENCSR308LFD	TF ChIP-seq	ENCFF862WTX	GRCh38	IDR thresholded peaks	1,2	2022-07-15	2022-07-15	2022-05-25T22:45:34.526077+00:00	https://www.encodeproject.org/files/ENCFF862WTX/@@download/ENCFF862WTX.bed.gz	https://www.encodeproject.org/experiments/ENCSR308LFD/	https://www.encodeproject.org/files/ENCFF862WTX/
both	TF	TCF3	TCF3	HepG2	ENCSR911MML	TF ChIP-seq	ENCFF902EKZ	GRCh38	IDR thresholded peaks	1,2	2020-06-30	2020-06-30	2020-06-26T01:56:35.487474+00:00	https://www.encodeproject.org/files/ENCFF902EKZ/@@download/ENCFF902EKZ.bed.gz	https://www.encodeproject.org/experiments/ENCSR911MML/	https://www.encodeproject.org/files/ENCFF902EKZ/
both	TF	ZEB1	ZEB1	HepG2	ENCSR000BVN	TF ChIP-seq	ENCFF060IPX	GRCh38	IDR thresholded peaks	1,2	2012-09-10	2012-09-10	2021-01-05T20:39:52.492944+00:00	https://www.encodeproject.org/files/ENCFF060IPX/@@download/ENCFF060IPX.bed.gz	https://www.encodeproject.org/experiments/ENCSR000BVN/	https://www.encodeproject.org/files/ENCFF060IPX/
both	TF	ZKSCAN5	ZKSCAN5	HepG2	ENCSR159BTO	TF ChIP-seq	ENCFF669MLA	GRCh38	IDR thresholded peaks	1,2	2020-08-28	2020-08-28	2020-08-22T10:23:12.747991+00:00	https://www.encodeproject.org/files/ENCFF669MLA/@@download/ENCFF669MLA.bed.gz	https://www.encodeproject.org/experiments/ENCSR159BTO/	https://www.encodeproject.org/files/ENCFF669MLA/
both	TF	ZNF225	ZNF225	HepG2	ENCSR075PWK	TF ChIP-seq	ENCFF186RPU	GRCh38	IDR thresholded peaks	1,2	2020-08-17	2020-08-17	2020-05-14T19:58:13.458724+00:00	https://www.encodeproject.org/files/ENCFF186RPU/@@download/ENCFF186RPU.bed.gz	https://www.encodeproject.org/experiments/ENCSR075PWK/	https://www.encodeproject.org/files/ENCFF186RPU/
both	TF	ZNF235	ZNF235	HepG2	ENCSR924KZA	TF ChIP-seq	ENCFF321MWB	GRCh38	IDR thresholded peaks	1,2	2023-01-06	2023-01-06	2022-12-19T18:58:55.480091+00:00	https://www.encodeproject.org/files/ENCFF321MWB/@@download/ENCFF321MWB.bed.gz	https://www.encodeproject.org/experiments/ENCSR924KZA/	https://www.encodeproject.org/files/ENCFF321MWB/
both	TF	ZNF24	ZNF24	HepG2	ENCSR362NWP	TF ChIP-seq	ENCFF904QAD	GRCh38	optimal IDR thresholded peaks	1,2	2017-06-26	2017-06-26	2017-06-24T02:59:32.004212+00:00	https://www.encodeproject.org/files/ENCFF904QAD/@@download/ENCFF904QAD.bed.gz	https://www.encodeproject.org/experiments/ENCSR362NWP/	https://www.encodeproject.org/files/ENCFF904QAD/
both	TF	ZNF281	ZNF281	HepG2	ENCSR403MJY	TF ChIP-seq	ENCFF964FPZ	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-01T05:22:43.857729+00:00	https://www.encodeproject.org/files/ENCFF964FPZ/@@download/ENCFF964FPZ.bed.gz	https://www.encodeproject.org/experiments/ENCSR403MJY/	https://www.encodeproject.org/files/ENCFF964FPZ/
both	TF	ZNF384	ZNF384	HepG2	ENCSR101FJU	TF ChIP-seq	ENCFF950VAR	GRCh38	optimal IDR thresholded peaks	1,2	2014-07-07	2014-07-07	2016-10-24T15:59:01.484652+00:00	https://www.encodeproject.org/files/ENCFF950VAR/@@download/ENCFF950VAR.bed.gz	https://www.encodeproject.org/experiments/ENCSR101FJU/	https://www.encodeproject.org/files/ENCFF950VAR/
both	TF	ZNF468	ZNF468	HepG2	ENCSR613YQN	TF ChIP-seq	ENCFF702UDA	GRCh38	IDR thresholded peaks	1,2	2022-08-23	2022-08-23	2022-08-19T05:10:18.604987+00:00	https://www.encodeproject.org/files/ENCFF702UDA/@@download/ENCFF702UDA.bed.gz	https://www.encodeproject.org/experiments/ENCSR613YQN/	https://www.encodeproject.org/files/ENCFF702UDA/
both	TF	ZNF619	ZNF619	HepG2	ENCSR613RDS	TF ChIP-seq	ENCFF898ZHK	GRCh38	IDR thresholded peaks	1,2	2020-08-17	2020-08-17	2020-05-14T18:37:06.223847+00:00	https://www.encodeproject.org/files/ENCFF898ZHK/@@download/ENCFF898ZHK.bed.gz	https://www.encodeproject.org/experiments/ENCSR613RDS/	https://www.encodeproject.org/files/ENCFF898ZHK/
both	TF	ZNF740	ZNF740	HepG2	ENCSR755ZAY	TF ChIP-seq	ENCFF854KWX	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-07-01T10:58:36.492473+00:00	https://www.encodeproject.org/files/ENCFF854KWX/@@download/ENCFF854KWX.bed.gz	https://www.encodeproject.org/experiments/ENCSR755ZAY/	https://www.encodeproject.org/files/ENCFF854KWX/
both	TF	ZNF768	ZNF768	HepG2	ENCSR181ABP	TF ChIP-seq	ENCFF079KQG	GRCh38	IDR thresholded peaks	1,2	2020-07-09	2020-07-09	2020-07-02T00:29:04.572404+00:00	https://www.encodeproject.org/files/ENCFF079KQG/@@download/ENCFF079KQG.bed.gz	https://www.encodeproject.org/experiments/ENCSR181ABP/	https://www.encodeproject.org/files/ENCFF079KQG/
both	TF	ZSCAN9	ZSCAN9	HepG2	ENCSR712FAM	TF ChIP-seq	ENCFF673YDK	GRCh38	optimal IDR thresholded peaks	1,2	2016-11-08	2016-11-08	2016-11-07T22:49:34.100804+00:00	https://www.encodeproject.org/files/ENCFF673YDK/@@download/ENCFF673YDK.bed.gz	https://www.encodeproject.org/experiments/ENCSR712FAM/	https://www.encodeproject.org/files/ENCFF673YDK/
both	TF	ARID3B	ARID3B	K562	ENCSR360UHC	TF ChIP-seq	ENCFF270TSN	GRCh38	IDR thresholded peaks	1,2	2020-08-03	2020-08-03	2020-07-03T22:19:31.542472+00:00	https://www.encodeproject.org/files/ENCFF270TSN/@@download/ENCFF270TSN.bed.gz	https://www.encodeproject.org/experiments/ENCSR360UHC/	https://www.encodeproject.org/files/ENCFF270TSN/
both	TF	BCL6	BCL6	K562	ENCSR802AHH	TF ChIP-seq	ENCFF941EDY	GRCh38	IDR thresholded peaks	1,2	2020-08-03	2020-08-03	2020-07-03T20:38:35.275677+00:00	https://www.encodeproject.org/files/ENCFF941EDY/@@download/ENCFF941EDY.bed.gz	https://www.encodeproject.org/experiments/ENCSR802AHH/	https://www.encodeproject.org/files/ENCFF941EDY/
both	TF	E2F7	E2F7	K562	ENCSR171CAY	TF ChIP-seq	ENCFF013EHI	GRCh38	optimal IDR thresholded peaks	1,2	2017-05-17	2017-05-17	2017-02-22T21:41:44.756676+00:00	https://www.encodeproject.org/files/ENCFF013EHI/@@download/ENCFF013EHI.bed.gz	https://www.encodeproject.org/experiments/ENCSR171CAY/	https://www.encodeproject.org/files/ENCFF013EHI/
both	TF	EGR1	EGR1	K562	ENCSR024CNP	TF ChIP-seq	ENCFF175VSS	GRCh38	optimal IDR thresholded peaks	1,2	2017-05-17	2017-05-17	2017-02-23T00:08:57.187088+00:00	https://www.encodeproject.org/files/ENCFF175VSS/@@download/ENCFF175VSS.bed.gz	https://www.encodeproject.org/experiments/ENCSR024CNP/	https://www.encodeproject.org/files/ENCFF175VSS/
both	TF	NR4A1	NR4A1	K562	ENCSR692RET	TF ChIP-seq	ENCFF137TCL	GRCh38	IDR thresholded peaks	1,2	2020-08-03	2020-08-03	2020-07-03T19:15:19.718916+00:00	https://www.encodeproject.org/files/ENCFF137TCL/@@download/ENCFF137TCL.bed.gz	https://www.encodeproject.org/experiments/ENCSR692RET/	https://www.encodeproject.org/files/ENCFF137TCL/
both	TF	SOX6	SOX6	K562	ENCSR788RSW	TF ChIP-seq	ENCFF431STY	GRCh38	optimal IDR thresholded peaks	1,2	2014-07-07	2014-07-07	2016-10-31T15:58:50.295785+00:00	https://www.encodeproject.org/files/ENCFF431STY/@@download/ENCFF431STY.bed.gz	https://www.encodeproject.org/experiments/ENCSR788RSW/	https://www.encodeproject.org/files/ENCFF431STY/
both	TF	TCF3	TCF3	K562	ENCSR970OJY	TF ChIP-seq	ENCFF773RNU	GRCh38	IDR thresholded peaks	1,2	2020-07-08	2020-07-08	2020-07-01T19:43:49.653838+00:00	https://www.encodeproject.org/files/ENCFF773RNU/@@download/ENCFF773RNU.bed.gz	https://www.encodeproject.org/experiments/ENCSR970OJY/	https://www.encodeproject.org/files/ENCFF773RNU/
both	TF	ZEB2	ZEB2	K562	ENCSR004GKA	TF ChIP-seq	ENCFF242AOL	GRCh38	IDR thresholded peaks	1,2	2016-06-14	2016-06-14	2020-12-09T13:25:38.047155+00:00	https://www.encodeproject.org/files/ENCFF242AOL/@@download/ENCFF242AOL.bed.gz	https://www.encodeproject.org/experiments/ENCSR004GKA/	https://www.encodeproject.org/files/ENCFF242AOL/
both	TF	ZNF24	ZNF24	K562	ENCSR695EQB	TF ChIP-seq	ENCFF260CBQ	GRCh38	optimal IDR thresholded peaks	1,2	2017-01-27	2017-01-27	2016-10-24T16:06:58.394630+00:00	https://www.encodeproject.org/files/ENCFF260CBQ/@@download/ENCFF260CBQ.bed.gz	https://www.encodeproject.org/experiments/ENCSR695EQB/	https://www.encodeproject.org/files/ENCFF260CBQ/
both	TF	ZNF281	ZNF281	K562	ENCSR214EKV	TF ChIP-seq	ENCFF648ORA	GRCh38	IDR thresholded peaks	1,2	2021-03-31	2021-03-31	2021-03-30T22:02:01.351952+00:00	https://www.encodeproject.org/files/ENCFF648ORA/@@download/ENCFF648ORA.bed.gz	https://www.encodeproject.org/experiments/ENCSR214EKV/	https://www.encodeproject.org/files/ENCFF648ORA/
both	TF	ZNF384	ZNF384	K562	ENCSR000EFP	TF ChIP-seq	ENCFF106YXG	GRCh38	optimal IDR thresholded peaks	1,2	2012-08-20	2012-08-20	2016-12-16T08:43:11.494464+00:00	https://www.encodeproject.org/files/ENCFF106YXG/@@download/ENCFF106YXG.bed.gz	https://www.encodeproject.org/experiments/ENCSR000EFP/	https://www.encodeproject.org/files/ENCFF106YXG/
