Class	Category	Assay	Cell_line	Original_ID	Target	Experiment	Peak_accession	Peak_file	start_in_gene_filter	IR_total_annotated	NonIR_total_annotated	IR_event_region_overlap	NonIR_event_region_overlap	IR_event_region_occupancy_%	NonIR_event_region_occupancy_%	event_region_peak_event_count_IR	event_region_peak_event_count_NonIR	event_region_odds_ratio	event_region_fisher_p_value	IR_intron_only_overlap	NonIR_intron_only_overlap	IR_intron_only_occupancy_%	NonIR_intron_only_occupancy_%	intron_only_peak_event_count_IR	intron_only_peak_event_count_NonIR	intron_only_odds_ratio	intron_only_fisher_p_value
both	TF	TF ChIP-seq	GM12878	TCF3	TCF3	ENCSR000BQT	ENCFF700TAS	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/TCF3/TCF3_GM12878_ENCSR000BQT_ENCFF700TAS_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	195	465	6.51085141903172	6.761669332557801	256	642	0.9603225806451613	0.6614259061720393	80	62	2.671118530884808	0.9015559110077068	93	65	3.016654678249322	1.2710375305166993e-10
both	TF	TF ChIP-seq	GM12878	ZEB1	ZEB1	ENCSR000BND	ENCFF204LCG	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ZEB1/ZEB1_GM12878_ENCSR000BND_ENCFF204LCG_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	85	185	2.8380634390651087	2.6901265086520283	110	236	1.0565988669081452	0.6873394250319396	30	32	1.001669449081803	0.4653191798749455	34	33	2.16431281618887	0.0032383291670849963
both	TF	TF ChIP-seq	GM12878	ZNF24	ZNF24	ENCSR072PWP	ENCFF313HBL	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ZNF24/ZNF24_GM12878_ENCSR072PWP_ENCFF313HBL_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	109	559	3.6393989983305506	8.128544423440454	142	1033	0.4268723105932408	9.711775498021275e-18	45	86	1.5025041736227045	1.2505452959139158	48	89	1.204552621206149	0.338640534099254
both	TF	TF ChIP-seq	GM12878	ZNF384	ZNF384	ENCSR000DYP	ENCFF942MDT	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ZNF384/ZNF384_GM12878_ENCSR000DYP_ENCFF942MDT_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	142	506	4.741235392320534	7.357859531772576	184	802	0.6266768632699232	8.604533879950069e-07	55	78	1.8363939899833055	1.1342155009451798	64	81	1.6306689342403629	0.007567487124437772
both	TF	TF ChIP-seq	HepG2	BCL6	BCL6	ENCSR759BDG	ENCFF014UTU	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/BCL6/BCL6_HepG2_ENCSR759BDG_ENCFF014UTU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	64	1086	12.749003984063744	12.617636807249912	93	1997	1.011932692550266	0.9448650043394164	23	167	4.581673306772909	1.94028116649239	28	186	2.4267123373295165	0.00032038220603836575
both	TF	TF ChIP-seq	HepG2	EGR1	EGR1	ENCSR026GSW	ENCFF603PUS	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/EGR1/EGR1_HepG2_ENCSR026GSW_ENCFF603PUS_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	58	827	11.553784860557768	9.608458231671895	87	1565	1.2289072627645783	0.1623806311207281	25	178	4.9800796812749	2.068084117578715	34	222	2.4818622947730433	0.00013546888625281736
both	TF	TF ChIP-seq	HepG2	ISX	ISX	ENCSR543BNN	ENCFF085ZKR	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ISX/ISX_HepG2_ENCSR543BNN_ENCFF085ZKR_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	10	131	1.9920318725099602	1.5220169629371443	13	190	1.3150871966734934	0.354809427774857	3	13	0.5976095617529881	0.15103985128383873	5	14	3.974410359179898	0.05453263721456833
both	TF	TF ChIP-seq	HepG2	SNAI1	SNAI1	ENCSR188EMJ	ENCFF179LFO	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SNAI1/SNAI1_HepG2_ENCSR188EMJ_ENCFF179LFO_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	31	324	6.175298804780876	3.764377831997211	54	484	1.6826098922701895	0.011972878234982966	17	64	3.386454183266932	0.7435808063204369	31	76	4.678833762886598	1.4593677428249904e-06
both	TF	TF ChIP-seq	HepG2	SOX13	SOX13	ENCSR041RCS	ENCFF360MIH	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SOX13/SOX13_HepG2_ENCSR041RCS_ENCFF360MIH_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	5	31	0.9960159362549801	0.3601719530614616	6	47	2.783150515999221	0.04581147325946474	2	4	0.398406374501992	0.046473800395027305	2	4	8.603	0.03921268638460541
both	TF	TF ChIP-seq	HepG2	SOX5	SOX5	ENCSR961WLZ	ENCFF703VBH	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SOX5/SOX5_HepG2_ENCSR961WLZ_ENCFF703VBH_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	53	1152	10.557768924302788	13.384454513767864	72	2235	0.763879222345954	0.07770377761581748	21	185	4.183266932270916	2.149413268270013	25	208	1.987548463224139	0.007583914620736903
both	TF	TF ChIP-seq	HepG2	SOX6	SOX6	ENCSR766TSU	ENCFF863JMY	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SOX6/SOX6_HepG2_ENCSR766TSU_ENCFF863JMY_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	66	1337	13.147410358565736	15.533867782037877	89	2852	0.8231148744622014	0.16167799276383785	20	278	3.9840637450199203	3.229929127454398	29	349	1.2431714379533718	0.3644669519917304
both	TF	TF ChIP-seq	HepG2	SRY	SRY	ENCSR308LFD	ENCFF862WTX	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SRY/SRY_HepG2_ENCSR308LFD_ENCFF862WTX_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	41	365	8.167330677290837	4.240734286046242	53	548	2.0082726651412948	0.00013592748971947023	20	81	3.9840637450199203	0.9410944579993028	25	101	4.367604118641463	4.6942467461204514e-07
both	TF	TF ChIP-seq	HepG2	TCF3	TCF3	ENCSR911MML	ENCFF902EKZ	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/TCF3/TCF3_HepG2_ENCSR911MML_ENCFF902EKZ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	18	150	3.5856573705179287	1.742767514813524	19	176	2.096776859504132	0.005832931162528675	6	14	1.1952191235059761	0.16265830138259557	7	14	7.4248271889400925	0.0005426651502649884
both	TF	TF ChIP-seq	HepG2	ZEB1	ZEB1	ENCSR000BVN	ENCFF060IPX	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZEB1/ZEB1_HepG2_ENCSR000BVN_ENCFF060IPX_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	26	405	5.179282868525896	4.705472289996514	37	548	1.1061935885465297	0.5891471948632484	14	69	2.788844621513944	0.801673056814221	20	81	3.549893086243763	0.00015636366823035196
both	TF	TF ChIP-seq	HepG2	ZKSCAN5	ZKSCAN5	ENCSR159BTO	ENCFF669MLA	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZKSCAN5/ZKSCAN5_HepG2_ENCSR159BTO_ENCFF669MLA_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	22	194	4.382470119521913	2.253979319158824	25	259	1.9876073883161511	0.005740772836302793	11	29	2.1912350597609564	0.336935052863948	13	34	6.626729405154856	6.852743462862578e-06
both	TF	TF ChIP-seq	HepG2	ZNF225	ZNF225	ENCSR075PWK	ENCFF186RPU	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF225/ZNF225_HepG2_ENCSR075PWK_ENCFF186RPU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	37	346	7.370517928286853	4.019983734169862	57	565	1.8997886754925726	0.0007980260324263288	14	87	2.788844621513944	1.0108051585918438	24	101	2.8094968908988127	0.0012209045384026698
both	TF	TF ChIP-seq	HepG2	ZNF235	ZNF235	ENCSR924KZA	ENCFF321MWB	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF235/ZNF235_HepG2_ENCSR924KZA_ENCFF321MWB_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	28	269	5.577689243027888	3.1253630765655864	40	406	1.8310040311828464	0.00600737294761142	14	42	2.788844621513944	0.4879749041477867	16	55	5.850409836065574	1.3547343117392581e-06
both	TF	TF ChIP-seq	HepG2	ZNF24	ZNF24	ENCSR362NWP	ENCFF904QAD	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF24/ZNF24_HepG2_ENCSR362NWP_ENCFF904QAD_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	13	213	2.589641434262948	2.474729871035204	15	279	1.047668423629713	0.8821184560396227	7	19	1.394422310756972	0.22075055187637968	9	21	6.391919191919192	0.00038896467139171544
both	TF	TF ChIP-seq	HepG2	ZNF281	ZNF281	ENCSR403MJY	ENCFF964FPZ	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF281/ZNF281_HepG2_ENCSR403MJY_ENCFF964FPZ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	41	635	8.167330677290837	7.377715812710585	52	967	1.1165456812475447	0.48413844606061496	14	91	2.788844621513944	1.0572789589868712	16	98	2.6847414880201765	0.001785145189255148
both	TF	TF ChIP-seq	HepG2	ZNF384	ZNF384	ENCSR101FJU	ENCFF950VAR	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF384/ZNF384_HepG2_ENCSR101FJU_ENCFF950VAR_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	30	639	5.9760956175298805	7.424189613105611	41	850	0.7925519216996897	0.25257480907420526	7	64	1.394422310756972	0.7435808063204369	11	67	1.8876578282828282	0.11261954968477017
both	TF	TF ChIP-seq	HepG2	ZNF468	ZNF468	ENCSR613YQN	ENCFF702UDA	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF468/ZNF468_HepG2_ENCSR613YQN_ENCFF702UDA_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	15	146	2.9880478087649402	1.6962937144184966	18	226	1.7849708868948835	0.05177060625444549	6	33	1.1952191235059761	0.3834088532589752	7	35	3.1429618768328447	0.01882636927121799
both	TF	TF ChIP-seq	HepG2	ZNF619	ZNF619	ENCSR613RDS	ENCFF898ZHK	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF619/ZNF619_HepG2_ENCSR613RDS_ENCFF898ZHK_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	38	306	7.569721115537849	3.555245730219589	52	445	2.2216446923597024	3.337333149405312e-05	16	52	3.187250996015936	0.6041594051353549	21	64	5.416270971826528	5.823513356961427e-07
both	TF	TF ChIP-seq	HepG2	ZNF740	ZNF740	ENCSR755ZAY	ENCFF854KWX	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF740/ZNF740_HepG2_ENCSR755ZAY_ENCFF854KWX_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	36	340	7.171314741035857	3.9502730335773206	47	439	1.878389295632416	0.0010995294866731455	8	62	1.593625498007968	0.7203439061229232	12	70	2.2319446258325715	0.05643859674161301
both	TF	TF ChIP-seq	HepG2	ZNF768	ZNF768	ENCSR181ABP	ENCFF079KQG	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF768/ZNF768_HepG2_ENCSR181ABP_ENCFF079KQG_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	65	838	12.94820717131474	9.73626118275822	84	1420	1.3789642987826525	0.025488172192394166	29	183	5.776892430278884	2.1261763680724988	33	212	2.8223061726683536	4.832042981532185e-06
both	TF	TF ChIP-seq	HepG2	ZSCAN9	ZSCAN9	ENCSR712FAM	ENCFF673YDK	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZSCAN9/ZSCAN9_HepG2_ENCSR712FAM_ENCFF673YDK_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	35	556	6.97211155378486	6.459858254908796	45	852	1.0852410148968619	0.6409231450502908	13	102	2.589641434262948	1.1850819100731962	14	112	2.2167087693973295	0.011894761001037512
both	TF	TF ChIP-seq	K562	ARID3B	ARID3B	ENCSR360UHC	ENCFF270TSN	/rhome/yzhan677/bigdata/ChIP-seq_K562/ARID3B/ARID3B_K562_ENCSR360UHC_ENCFF270TSN_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	28	40	1.058601134215501	0.6972285166463308	39	44	1.5238440962934658	0.08970528928990196	6	9	0.2268431001890359	0.15687641624542442	9	9	1.4470127573575848	0.5786733828918638
both	TF	TF ChIP-seq	K562	BCL6	BCL6	ENCSR802AHH	ENCFF941EDY	/rhome/yzhan677/bigdata/ChIP-seq_K562/BCL6/BCL6_K562_ENCSR802AHH_ENCFF941EDY_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	27	80	1.0207939508506616	1.3944570332926616	30	92	0.7292733002291826	0.17390203185166525	7	4	0.26465028355387527	0.06972285166463307	9	4	3.8031652767247914	0.04395175235084465
both	TF	TF ChIP-seq	K562	E2F7	E2F7	ENCSR171CAY	ENCFF013EHI	/rhome/yzhan677/bigdata/ChIP-seq_K562/E2F7/E2F7_K562_ENCSR171CAY_ENCFF013EHI_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	29	67	1.0964083175803403	1.167857765382604	31	79	0.9381418595097905	0.8258525994203725	13	7	0.4914933837429111	0.1220149904131079	13	8	4.043095961788971	0.0026266595055631755
both	TF	TF ChIP-seq	K562	EGR1	EGR1	ENCSR024CNP	ENCFF175VSS	/rhome/yzhan677/bigdata/ChIP-seq_K562/EGR1/EGR1_K562_ENCSR024CNP_ENCFF175VSS_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	342	678	12.930056710775048	11.818023357155308	455	1014	1.1080698896014818	0.15055368131446506	134	131	5.066162570888469	2.2834233920167333	148	140	2.283704372516652	6.631603370746042e-11
both	TF	TF ChIP-seq	K562	NR4A1	NR4A1	ENCSR692RET	ENCFF137TCL	/rhome/yzhan677/bigdata/ChIP-seq_K562/NR4A1/NR4A1_K562_ENCSR692RET_ENCFF137TCL_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	66	92	2.495274102079395	1.6036255882865609	82	142	1.5702496754724615	0.007170786893617307	20	13	0.7561436672967864	0.22659926791005752	23	14	3.3547252747252747	0.0005920974195353847
both	TF	TF ChIP-seq	K562	SOX6	SOX6	ENCSR788RSW	ENCFF431STY	/rhome/yzhan677/bigdata/ChIP-seq_K562/SOX6/SOX6_K562_ENCSR788RSW_ENCFF431STY_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	309	751	11.682419659735348	13.090465400034862	472	1393	0.878209191397771	0.07147967660381331	124	114	4.688090737240076	1.987101272442043	151	126	2.4261188472967423	3.610523990001873e-11
both	TF	TF ChIP-seq	K562	TCF3	TCF3	ENCSR970OJY	ENCFF773RNU	/rhome/yzhan677/bigdata/ChIP-seq_K562/TCF3/TCF3_K562_ENCSR970OJY_ENCFF773RNU_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	305	914	11.531190926275993	15.931671605368662	412	1518	0.687788718696815	7.633875484637336e-08	114	151	4.310018903591682	2.632037650339899	132	161	1.6662366784324705	6.944897101423953e-05
both	TF	TF ChIP-seq	K562	ZEB2	ZEB2	ENCSR004GKA	ENCFF242AOL	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZEB2/ZEB2_K562_ENCSR004GKA_ENCFF242AOL_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	235	579	8.88468809073724	10.092382778455638	347	1018	0.868667540974208	0.08786163368007585	95	106	3.5916824196597354	1.8476555691127767	116	117	1.9790788013318534	3.2652630581853794e-06
both	TF	TF ChIP-seq	K562	ZNF24	ZNF24	ENCSR695EQB	ENCFF260CBQ	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF24/ZNF24_K562_ENCSR695EQB_ENCFF260CBQ_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	241	568	9.111531190926277	9.900644936377898	330	987	0.912306513791568	0.2652685961242445	95	75	3.5916824196597354	1.3073034687118703	114	95	2.8124967320261436	4.917426987950233e-11
both	TF	TF ChIP-seq	K562	ZNF281	ZNF281	ENCSR214EKV	ENCFF648ORA	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF281/ZNF281_K562_ENCSR214EKV_ENCFF648ORA_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	328	739	12.400756143667296	12.881296845040962	539	1421	0.9574136683441737	0.5491056306819996	134	135	5.066162570888469	2.3531462436813664	178	155	2.2144578668672654	3.3184259650546814e-10
both	TF	TF ChIP-seq	K562	ZNF384	ZNF384	ENCSR000EFP	ENCFF106YXG	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF384/ZNF384_K562_ENCSR000EFP_ENCFF106YXG_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	169	538	6.389413988657846	9.37772354889315	228	775	0.6595893064121889	3.1690446791243856e-06	61	66	2.3062381852551983	1.1504270524664457	71	76	2.028397363730181	0.00010340326143469377
both	TF	TF ChIP-seq	K562	ZNF436	ZNF436	ENCSR335SUD	ENCFF318ZUN	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF436/ZNF436_K562_ENCSR335SUD_ENCFF318ZUN_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	32	46	1.2098298676748582	0.8018127941432804	43	47	1.515100084859981	0.08578142824628099	16	8	0.6049149338374291	0.13944570332926615	18	8	4.358311144922023	0.0005342219029406798
both	TF	TF ChIP-seq	K562	ZNF444	ZNF444	ENCSR164RIC	ENCFF295XCB	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF444/ZNF444_K562_ENCSR164RIC_ENCFF295XCB_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	37	91	1.3988657844990549	1.5861948753704027	44	116	0.8802248365131801	0.5658297321716724	16	7	0.6049149338374291	0.1220149904131079	18	7	4.981796446231592	0.00036082970499660776
both	TF	TF ChIP-seq	K562	ZNF740	ZNF740	ENCSR427XYP	ENCFF959SMC	/rhome/yzhan677/bigdata/ChIP-seq_K562/ZNF740/ZNF740_K562_ENCSR427XYP_ENCFF959SMC_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	191	249	7.221172022684311	4.3402475161234095	253	376	1.7154322260517212	8.832362841359153e-08	91	46	3.440453686200378	0.8018127941432804	102	58	4.408098123999864	4.425335771857808e-17
negative_only	RBP	eCLIP	HepG2	MATR3	MATR3	ENCSR290VLT	ENCFF587KKM	/rhome/yzhan677/bigdata/eCLIP_HepG2/MATR3/MATR3_HepG2_ENCSR290VLT_ENCFF587KKM_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	13	301	2.589641434262948	3.4971534797258044	42	1127	0.7336010163803002	0.31544896608603223	2	4	0.398406374501992	0.046473800395027305	4	4	8.603	0.03921268638460541
negative_only	RBP	eCLIP	HepG2	SRSF7	SRSF7	ENCSR513NDD	ENCFF317HGW	/rhome/yzhan677/bigdata/eCLIP_HepG2/SRSF7/SRSF7_HepG2_ENCSR513NDD_ENCFF317HGW_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	28	38	5.577689243027888	0.44150110375275936	29	55	13.320675105485233	1.3139097272061862e-18	8	2	1.593625498007968	0.023236900197513653	8	2	69.67611336032388	3.2894675751490892e-09
negative_only	RBP	eCLIP	HepG2	CSDA	YBX3	ENCSR735HOK	ENCFF185OEI	/rhome/yzhan677/bigdata/eCLIP_HepG2/YBX3/YBX3_HepG2_ENCSR735HOK_ENCFF185OEI_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	4	159	0.796812749003984	1.8473335657023353	18	437	0.42676365840721375	0.11499427001123735	1	11	0.199203187250996	0.12780295108632508	1	12	1.5597895118853202	0.49372145822017216
negative_only	RBP	eCLIP	K562	MATR3	MATR3	ENCSR440SUX	ENCFF246EPM	/rhome/yzhan677/bigdata/eCLIP_K562/MATR3/MATR3_K562_ENCSR440SUX_ENCFF246EPM_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	142	219	5.368620037807183	3.8173261286386615	437	470	1.4294371867913755	0.0014277522946697537	68	5	2.570888468809074	0.08715356458079135	209	7	30.25036864571207	1.1574246732272396e-28
negative_only	RBP	eCLIP	K562	SRSF7	SRSF7	ENCSR468FSW	ENCFF780OCY	/rhome/yzhan677/bigdata/eCLIP_K562/SRSF7/SRSF7_K562_ENCSR468FSW_ENCFF780OCY_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	45	59	1.7013232514177694	1.0284120620533381	61	66	1.665645371577575	0.014131557688859498	20	5	0.7561436672967864	0.08715356458079135	30	5	8.73447619047619	8.237749831712942e-07
negative_only	RBP	eCLIP	K562	CSDA	YBX3	ENCSR529FKI	ENCFF746XLE	/rhome/yzhan677/bigdata/eCLIP_K562/YBX3/YBX3_K562_ENCSR529FKI_ENCFF746XLE_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	263	1361	9.943289224952741	23.723200278891408	615	4370	0.35500394521487694	2.0645285178268576e-54	35	126	1.3232514177693762	2.196269827435942	71	151	0.5971690080885483	0.006079667696198011
negative_only	TF	TF ChIP-seq	GM12878	ATF2	ATF2	ENCSR961PPA	ENCFF210HTZ	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ATF2/ATF2_GM12878_ENCSR961PPA_ENCFF210HTZ_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	92	615	3.0717863105175294	8.942852988221608	99	867	0.3226849712520549	6.692721490621032e-29	41	105	1.3689482470784642	1.5268285589646649	42	110	0.8951607183157623	0.5872387388520515
negative_only	TF	TF ChIP-seq	GM12878	ATF7	ATF7	ENCSR014YCR	ENCFF277FJJ	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ATF7/ATF7_GM12878_ENCSR014YCR_ENCFF277FJJ_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	287	970	9.582637729549248	14.104987639959285	437	2216	0.6453992751526596	2.631613157677276e-10	138	206	4.607679465776294	2.9954922204449614	169	253	1.5642010255852599	9.835859951611183e-05
negative_only	TF	TF ChIP-seq	GM12878	CREB1	CREB1	ENCSR000BUF	ENCFF053UZX	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/CREB1/CREB1_GM12878_ENCSR000BUF_ENCFF053UZX_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	240	692	8.013355592654424	10.062527264795696	325	1257	0.7786158639572821	0.0012761341251676889	104	115	3.4724540901502503	1.6722408026755853	123	128	2.1152542372881356	9.259036083483487e-08
negative_only	TF	TF ChIP-seq	GM12878	CREM	CREM	ENCSR839XZU	ENCFF091YID	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/CREM/CREM_GM12878_ENCSR839XZU_ENCFF091YID_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	274	767	9.148580968280468	11.153119092627598	392	1432	0.802172680781617	0.002746318872361232	125	132	4.173622704507513	1.9194416169841502	142	147	2.2255437651779113	5.621039658192737e-10
negative_only	TF	TF ChIP-seq	GM12878	FOXK2	FOXK2	ENCSR861JUQ	ENCFF990MTR	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/FOXK2/FOXK2_GM12878_ENCSR861JUQ_ENCFF990MTR_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	55	122	1.8363939899833055	1.7740293732732295	61	132	1.0358118657298985	0.8689708376656343	25	25	0.8347245409015025	0.36353060927730113	25	27	2.3070707070707073	0.004841605768511248
negative_only	TF	TF ChIP-seq	GM12878	MAZ	MAZ	ENCSR903MVU	ENCFF618NGB	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/MAZ/MAZ_GM12878_ENCSR903MVU_ENCFF618NGB_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	199	369	6.64440734557596	5.365711792932966	327	779	1.255269820223238	0.014424435862677096	111	79	3.706176961602671	1.1487567253162716	145	96	3.3119349005424956	7.097963864091188e-16
negative_only	TF	TF ChIP-seq	GM12878	NFIC	NFIC	ENCSR000BRN	ENCFF480WDX	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/NFIC/NFIC_GM12878_ENCSR000BRN_ENCFF480WDX_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	250	909	8.347245409015025	13.21797295332267	399	2001	0.5979468620814723	1.3062069426843476e-12	115	166	3.8397328881469113	2.4138432456012793	160	219	1.614300953815261	0.0001291733807574664
negative_only	TF	TF ChIP-seq	GM12878	TBX21	TBX21	ENCSR739IHN	ENCFF971VHK	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/TBX21/TBX21_GM12878_ENCSR739IHN_ENCFF971VHK_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	322	1053	10.751252086811352	15.311909262759924	462	2593	0.6662694618798871	9.727486972696951e-10	169	209	5.6427378964941575	3.039115893558238	199	258	1.9079362176914976	2.208072079263016e-09
negative_only	TF	TF ChIP-seq	HepG2	ATF2	ATF2	ENCSR908HWZ	ENCFF522LHU	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF2/ATF2_HepG2_ENCSR908HWZ_ENCFF522LHU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	47	646	9.362549800796813	7.505518763796909	58	1082	1.2729799612152553	0.1401584646447944	19	108	3.7848605577689245	1.2547926106657372	23	122	3.095640671727628	6.190353247892388e-05
negative_only	TF	TF ChIP-seq	HepG2	ATF4	ATF4	ENCSR803PAI	ENCFF885VKD	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF4/ATF4_HepG2_ENCSR803PAI_ENCFF885VKD_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	13	180	2.589641434262948	2.0913210177762287	14	233	1.2446148602590321	0.42439344479768726	9	27	1.7928286852589643	0.3136981526664343	9	31	5.801217038539554	0.0001078181828566473
negative_only	TF	TF ChIP-seq	HepG2	ATF6	ATF6	ENCSR769CWW	ENCFF660KDQ	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF6/ATF6_HepG2_ENCSR769CWW_ENCFF660KDQ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	17	142	3.386454183266932	1.6498199140234693	21	196	2.0895164803252504	0.007701123319675055	11	17	2.1912350597609564	0.19751365167886603	11	23	11.320234814903559	1.1653338882763022e-07
negative_only	TF	TF ChIP-seq	HepG2	ATF7	ATF7	ENCSR516DDO	ENCFF894YFW	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ATF7/ATF7_HepG2_ENCSR516DDO_ENCFF894YFW_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	28	331	5.577689243027888	3.845706982688509	33	507	1.4769717133861078	0.058476449087909804	10	50	1.9920318725099602	0.5809225049378414	11	59	3.4784552845528456	0.0014750059892717573
negative_only	TF	TF ChIP-seq	HepG2	BORCS8-MEF2B	BORCS8-MEF2B	ENCSR238XDV	ENCFF610WQK	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/BORCS8-MEF2B/BORCS8-MEF2B_HepG2_ENCSR238XDV_ENCFF610WQK_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	58	576	11.553784860557768	6.692227256883932	79	940	1.8213447822822824	0.0001311063815522259	23	122	4.581673306772909	1.4174509120483327	30	136	3.3395222286868136	3.900501079883741e-06
