Class	Category	Assay	Cell_line	Original_ID	Target	Experiment	Peak_accession	Peak_file	start_in_gene_filter	IR_total_annotated	NonIR_total_annotated	IR_event_region_overlap	NonIR_event_region_overlap	IR_event_region_occupancy_%	NonIR_event_region_occupancy_%	event_region_peak_event_count_IR	event_region_peak_event_count_NonIR	event_region_odds_ratio	event_region_fisher_p_value	IR_intron_only_overlap	NonIR_intron_only_overlap	IR_intron_only_occupancy_%	NonIR_intron_only_occupancy_%	intron_only_peak_event_count_IR	intron_only_peak_event_count_NonIR	intron_only_odds_ratio	intron_only_fisher_p_value	Source_File	metric	IR_occupancy_rate_corrected	NonIR_occupancy_rate_corrected	occupancy_ratio_corrected	log2_IR_vs_nonIR_occupancy_ratio	delta_occupancy_%	raw_occupancy_ratio	minus_log10_fisher_p
positive_only	TF	TF ChIP-seq	K562	KLF16	KLF16	ENCSR760UVO	ENCFF379LKE	/rhome/yzhan677/bigdata/ChIP-seq_K562/KLF16/KLF16_K562_ENCSR760UVO_ENCFF379LKE_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	189	493	7.145557655954632	8.593341467666027	236	691	0.8185575252228264	0.025347966270633	60	74	2.2684310018903595	1.289872755795712	68	76	1.7762559464687124	0.0013533847393172	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07161753590325019	0.0860055768560474	0.8327080466319141	-0.2641173297953182	-1.4477838117113953	0.8315226018704204	1.5960568794420051
positive_only	TF	TF ChIP-seq	K562	REST	REST	ENCSR054JMQ	ENCFF118ECK	/rhome/yzhan677/bigdata/ChIP-seq_K562/REST/REST_K562_ENCSR054JMQ_ENCFF118ECK_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	111	156	4.196597353497165	2.71919121492069	140	217	1.567125554004007	0.0004816208352407	56	23	2.117202268431002	0.4009063970716402	66	25	5.373637630779048	7.450886972059927e-13	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.042139077853363564	0.02727431160683165	1.545009768195528	0.6276159594776739	1.4774061385764745	1.543325578013669	3.317294733472953
positive_only	TF	TF ChIP-seq	K562	SP1	SP1	ENCSR372IML	ENCFF412ERW	/rhome/yzhan677/bigdata/ChIP-seq_K562/SP1/SP1_K562_ENCSR372IML_ENCFF412ERW_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	265	401	10.01890359168242	6.989715879379467	441	700	1.4816320543179866	3.143576518111054e-06	106	105	4.007561436672968	1.8302248561966183	148	137	2.239321817738517	1.2152896501250435e-08	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.10034013605442177	0.06997211571976299	1.4340017451563438	0.5200467797768266	3.029187712302953	1.433377803129228	5.502575963979629
both	RBP	eCLIP	HepG2	FXR2	FXR2	ENCSR973HOJ	ENCFF112MVG	/rhome/yzhan677/bigdata/eCLIP_HepG2/FXR2/FXR2_HepG2_ENCSR973HOJ_ENCFF112MVG_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	14	595	2.788844621513944	6.912977808760311	39	2726	0.3863066538090646	0.0001000315904251	5	60	0.99601593625498	0.6971070059254095	14	68	1.4330985915492958	0.4068625336286395	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.02882703777335984	0.06917983271375465	0.416697130399801	-1.262928929985445	-4.1241331872463665	0.40342160768689944	3.999862826192735
both	RBP	eCLIP	HepG2	HNRNPC	HNRNPC	ENCSR550DVK	ENCFF440ROZ	/rhome/yzhan677/bigdata/eCLIP_HepG2/HNRNPC/HNRNPC_HepG2_ENCSR550DVK_ENCFF440ROZ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	39	333	7.768924302788845	3.868943882886023	55	543	2.092930943902866	0.0001008734012035	18	39	3.5856573705179287	0.4531195538515162	24	45	8.17037507946599	6.787594962566011e-10	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07852882703777336	0.03874302973977695	2.0269149719374906	1.019285569743615	3.8999804199028216	2.008021966189297	3.996223335580903
both	RBP	eCLIP	HepG2	HNRNPL	HNRNPL	ENCSR724RDN	ENCFF266TKW	/rhome/yzhan677/bigdata/eCLIP_HepG2/HNRNPL/HNRNPL_HepG2_ENCSR724RDN_ENCFF266TKW_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	38	455	7.569721115537849	5.286394794934355	88	1107	1.467298219022357	0.0327643365747651	17	29	3.386454183266932	0.336935052863948	41	72	10.36800568787771	1.205125265856503e-10	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07654075546719682	0.05291589219330855	1.4464606433844793	0.5325270696439479	2.2833263206034937	1.4319250470644895	1.4845986213851097
both	RBP	eCLIP	HepG2	PABPN1	PABPN1	ENCSR820UYE	ENCFF709FEU	/rhome/yzhan677/bigdata/eCLIP_HepG2/PABPN1/PABPN1_HepG2_ENCSR820UYE_ENCFF709FEU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	71	311	14.14342629482072	3.6133379807133728	189	831	4.394297267254049	1.8163257563189152e-20	19	38	3.784860557768925	0.4415011037527593	30	47	8.870600414078675	7.793137378724024e-11	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.14214711729622267	0.036187267657992565	3.928097546343129	1.9738307565054847	10.530088314107347	3.91422733503286	19.740806258521783
both	RBP	eCLIP	HepG2	PTBP1	PTBP1	ENCSR384KAN	ENCFF726SQU	/rhome/yzhan677/bigdata/eCLIP_HepG2/PTBP1/PTBP1_HepG2_ENCSR384KAN_ENCFF726SQU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	46	727	9.163346613545816	8.446613221796213	88	1537	1.0934144163710515	0.564101780310861	16	69	3.187250996015936	0.801673056814221	25	91	4.0737162283056	1.3048105634115109e-05	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09244532803180915	0.08451440520446096	1.093841077247853	0.12940314606348222	0.716733391749603	1.084854529611951	0.24864252963471462
both	RBP	eCLIP	HepG2	RBM5	RBM5	ENCSR489ABS	ENCFF927KRA	/rhome/yzhan677/bigdata/eCLIP_HepG2/RBM5/RBM5_HepG2_ENCSR489ABS_ENCFF927KRA_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	48	83	9.56175298804781	0.9643313581968164	63	106	10.858022397961893	1.1019415693779343e-27	28	8	5.577689243027888	0.0929476007900546	32	8	63.49472573839663	5.502860560545701e-29	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09642147117296222	0.009700278810408922	9.940072141998309	3.3132563224641722	8.597421629850993	9.91542264676235	26.95784143340575
both	RBP	eCLIP	HepG2	TIA1	TIA1	ENCSR623VEQ	ENCFF759KCD	/rhome/yzhan677/bigdata/eCLIP_HepG2/TIA1/TIA1_HepG2_ENCSR623VEQ_ENCFF759KCD_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	41	136	8.167330677290837	1.5801092134309282	64	276	5.539603802475437	1.3648294380298753e-15	19	9	3.784860557768925	0.1045660508888114	26	11	37.58040027605245	3.790081923635177e-18	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.08250497017892644	0.015857342007434945	5.20295079340805	2.3793300631781693	6.587221463859908	5.168839348488399	14.8649216187703
both	RBP	eCLIP	HepG2	U2AF2	U2AF2	ENCSR202BFN	ENCFF721PWF	/rhome/yzhan677/bigdata/eCLIP_HepG2/U2AF2/U2AF2_HepG2_ENCSR202BFN_ENCFF721PWF_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	214	1467	42.62948207171315	17.044266294876266	464	2996	3.616507611906385	2.460168176932434e-38	133	334	26.49402390438247	3.88056233298478	211	381	8.927746133748762	1.8178576834191e-62	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.426441351888668	0.17048094795539034	2.5014018106014677	1.322736822253228	25.585215776836883	2.5011039685837426	37.609035203540024
both	RBP	eCLIP	K562	CPEB4	CPEB4	ENCSR046JHH	ENCFF665BGJ	/rhome/yzhan677/bigdata/eCLIP_K562/CPEB4/CPEB4_K562_ENCSR046JHH_ENCFF665BGJ_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	5	34	0.1890359168241966	0.5926442391493811	9	34	0.3176804812834224	0.0093908171421466	0	0	0.0	0.0	0	0		1.0	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.0020786092214663643	0.0060125479261066575	0.34571187573257967	-1.5323579316508842	-0.4036083223251845	0.31897031024129885	2.0272966159463714
both	RBP	eCLIP	K562	FMR1	FMR1	ENCSR554UVB	ENCFF630KXK	/rhome/yzhan677/bigdata/eCLIP_K562/FMR1/FMR1_K562_ENCSR554UVB_ENCFF630KXK_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	70	351	2.6465028355387523	6.118180233571553	156	2567	0.417138273448953	1.135804169557898e-12	10	34	0.3780718336483932	0.5926442391493811	14	41	0.6365665810916397	0.2552875099531843	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.026643990929705215	0.061258278145695365	0.4349451492308635	-1.201094620183754	-3.4716773980328006	0.43256372556939665	11.94469654134664
both	RBP	eCLIP	K562	FXR2	FXR2	ENCSR767OEY	ENCFF111LMZ	/rhome/yzhan677/bigdata/eCLIP_K562/FXR2/FXR2_K562_ENCSR767OEY_ENCFF111LMZ_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	87	305	3.289224952741021	5.316367439428273	202	2210	0.6057293736141196	2.865610084688852e-05	19	30	0.718336483931947	0.522921387484748	25	36	1.3764026402640264	0.2826198144359109	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.03306878306878307	0.05324154757755315	0.6211085998320041	-0.6870825514964132	-2.027142486687252	0.6186978214385324	4.542782903118085
both	RBP	eCLIP	K562	HNRNPC	HNRNPC	ENCSR249ROI	ENCFF167CDB	/rhome/yzhan677/bigdata/eCLIP_K562/HNRNPC/HNRNPC_K562_ENCSR249ROI_ENCFF167CDB_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	31	50	1.172022684310019	0.8715356458079135	40	53	1.348867635807192	0.1886639742814403	14	2	0.5293005671077505	0.0348614258323165	15	2	15.258456860509312	5.6835910895316015e-06	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.011904761904761904	0.008800975949808295	1.3526638378123526	0.43580334723810926	0.30048703850210545	1.3447788279773158	0.7243110212154383
both	RBP	eCLIP	K562	HNRNPL	HNRNPL	ENCSR795CAI	ENCFF917CBK	/rhome/yzhan677/bigdata/eCLIP_K562/HNRNPL/HNRNPL_K562_ENCSR795CAI_ENCFF917CBK_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	124	286	4.688090737240076	4.985183894021265	287	618	0.9374734745619316	0.5860422174344626	51	12	1.9281663516068053	0.2091685549938992	118	62	9.379818812644563	6.86127253224257e-16	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.04705215419501134	0.04993028929940746	0.9423569311377838	-0.08565449019883621	-0.2970931567811892	0.9404047748093118	0.23207109705629794
both	RBP	eCLIP	K562	KHDRBS1	KHDRBS1	ENCSR628IDK	ENCFF027UTH	/rhome/yzhan677/bigdata/eCLIP_K562/KHDRBS1/KHDRBS1_K562_ENCSR628IDK_ENCFF027UTH_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	56	69	2.117202268431002	1.2027191912149209	82	114	1.7767925616179936	0.0018293165451439	25	2	0.945179584120983	0.0348614258323165	34	2	27.361641221374047	4.752225914076523e-11	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.021352985638699924	0.01211223422795399	1.7629270733073406	0.817972796181668	0.9144830772160812	1.7603462918824142	2.737711137654069
both	RBP	eCLIP	K562	PABPC4	PABPC4	ENCSR958FKZ	ENCFF452MJL	/rhome/yzhan677/bigdata/eCLIP_K562/PABPC4/PABPC4_K562_ENCSR958FKZ_ENCFF452MJL_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	93	246	3.516068052930057	4.287955377374934	221	519	0.8134270586436272	0.1070710345694949	11	11	0.4158790170132325	0.1917378420777409	18	12	2.173880030372058	0.068905247120058	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.035336356764928196	0.04295921924015336	0.8225558422602759	-0.281814470000287	-0.7718873244448772	0.8199870902300707	0.9703280009517242
both	RBP	eCLIP	K562	PTBP1	PTBP1	ENCSR981WKN	ENCFF907HNN	/rhome/yzhan677/bigdata/eCLIP_K562/PTBP1/PTBP1_K562_ENCSR981WKN_ENCFF907HNN_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	256	539	9.678638941398866	9.395154261809308	636	1134	1.033406825190596	0.6884273805784269	118	27	4.46124763705104	0.4706292487362733	279	36	9.875272977766052	1.1373596427131996e-35	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09693877551020408	0.09402230742418961	1.0310188950464336	0.044070772609024554	0.2834846795895576	1.030173499198614	0.16214186496033142
both	RBP	eCLIP	K562	TIA1	TIA1	ENCSR057DWB	ENCFF918KMT	/rhome/yzhan677/bigdata/eCLIP_K562/TIA1/TIA1_K562_ENCSR057DWB_ENCFF918KMT_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	255	428	9.640831758034029	7.4603451281157405	428	739	1.323461267743323	0.0008015387205594	122	19	4.612476370510397	0.3311835454070071	152	20	14.55234995932161	1.8135650681266505e-42	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.09656084656084656	0.0746775880097595	1.2930364937366103	0.37076299331510904	2.1804866299182883	1.2922769111177854	3.0960754929990415
both	RBP	eCLIP	K562	U2AF2	U2AF2	ENCSR893RAV	ENCFF290DFO	/rhome/yzhan677/bigdata/eCLIP_K562/U2AF2/U2AF2_K562_ENCSR893RAV_ENCFF290DFO_GRCh38_rep1-2.narrowPeak.bed	yes	2645	5737	318	505	12.022684310018905	8.802510022659927	533	894	1.4158169061426984	6.462416604100411e-06	149	65	5.633270321361058	1.1329963395502876	207	67	5.209122287968442	8.885076682326288e-31	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.12037037037037036	0.08809689787382363	1.3663406235117412	0.4503171868432734	3.2201742873589776	1.3658245522094743	5.189605048325498
both	TF	TF ChIP-seq	GM12878	EGR1	EGR1	ENCSR000BMQ	ENCFF637UJN	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/EGR1/EGR1_GM12878_ENCSR000BMQ_ENCFF637UJN_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	213	316	7.111853088480801	4.595026901265086	282	464	1.5896643431098654	6.479563365317952e-07	85	42	2.8380634390651087	0.6107314235858659	102	43	4.753518245786287	1.4047130509910984e-17	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07126168224299065	0.04601628380343123	1.5486188008445172	0.6309820622601888	2.516826187215715	1.5477282813127364	6.188454258700712
both	TF	TF ChIP-seq	GM12878	TCF3	TCF3	ENCSR000BQT	ENCFF700TAS	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/TCF3/TCF3_GM12878_ENCSR000BQT_ENCFF700TAS_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	195	465	6.51085141903172	6.761669332557801	256	642	0.9603225806451612	0.6614259061720393	80	62	2.671118530884808	0.9015559110077068	93	65	3.016654678249322	1.271037530516699e-10	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.06525367156208278	0.06767955801104972	0.9641562900193457	-0.05266106818340142	-0.25081791352608107	0.9629059184662611	0.1795187990092104
both	TF	TF ChIP-seq	GM12878	ZEB1	ZEB1	ENCSR000BND	ENCFF204LCG	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ZEB1/ZEB1_GM12878_ENCSR000BND_ENCFF204LCG_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	85	185	2.8380634390651087	2.6901265086520283	110	236	1.0565988669081452	0.6873394250319396	30	32	1.001669449081803	0.4653191798749455	34	33	2.16431281618887	0.0032383291670849	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.028538050734312415	0.0269700494329747	1.058138614288953	0.0815286303331343	0.14793693041308043	1.0549925551595003	0.16282874472361983
both	TF	TF ChIP-seq	GM12878	ZNF24	ZNF24	ENCSR072PWP	ENCFF313HBL	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ZNF24/ZNF24_GM12878_ENCSR072PWP_ENCFF313HBL_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	109	559	3.639398998330551	8.128544423440454	142	1033	0.4268723105932408	9.711775498021276e-18	45	86	1.5025041736227045	1.2505452959139158	48	89	1.204552621206149	0.338640534099254	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.03654873164218959	0.08134632160511776	0.4492979021179267	-1.1542557693071807	-4.489145425109903	0.44773071398066544	17.012701365508672
both	TF	TF ChIP-seq	GM12878	ZNF384	ZNF384	ENCSR000DYP	ENCFF942MDT	/rhome/yzhan677/bigdata/ChIP-seq_GM12878/ZNF384/ZNF384_GM12878_ENCSR000DYP_ENCFF942MDT_GRCh38_rep1-2.narrowPeak.bed	yes	2995	6877	142	506	4.741235392320534	7.357859531772576	184	802	0.6266768632699232	8.604533879950069e-07	55	78	1.8363939899833053	1.1342155009451798	64	81	1.6306689342403629	0.0075674871244377	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.047563417890520696	0.07364059319569642	0.6458858603178704	-0.6306488576809942	-2.6166241394520418	0.6443769919562907	6.065272651059669
both	TF	TF ChIP-seq	HepG2	BCL6	BCL6	ENCSR759BDG	ENCFF014UTU	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/BCL6/BCL6_HepG2_ENCSR759BDG_ENCFF014UTU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	64	1086	12.749003984063744	12.617636807249912	93	1997	1.011932692550266	0.9448650043394164	23	167	4.581673306772909	1.94028116649239	28	186	2.4267123373295165	0.0003203822060383	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.12823061630218688	0.12621979553903345	1.0159311045828114	0.022802568993068272	0.13136717681383203	1.0104113931016265	0.024630235997024453
both	TF	TF ChIP-seq	HepG2	EGR1	EGR1	ENCSR026GSW	ENCFF603PUS	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/EGR1/EGR1_HepG2_ENCSR026GSW_ENCFF603PUS_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	58	827	11.553784860557768	9.608458231671896	87	1565	1.2289072627645783	0.1623806311207281	25	178	4.9800796812749	2.068084117578715	34	222	2.4818622947730438	0.0001354688862528	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.11630218687872763	0.09613150557620818	1.209823836437568	0.2747969906399216	1.945326628885871	1.202459810094567	0.789465774965848
both	TF	TF ChIP-seq	HepG2	ISX	ISX	ENCSR543BNN	ENCFF085ZKR	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ISX/ISX_HepG2_ENCSR543BNN_ENCFF085ZKR_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	10	131	1.99203187250996	1.5220169629371445	13	190	1.3150871966734934	0.354809427774857	3	13	0.5976095617529881	0.1510398512838387	5	14	3.974410359179898	0.0545326372145683	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.020874751491053677	0.015276486988847584	1.3664628200379472	0.45044620623755494	0.47001490957281544	1.308810559289559	0.45000484888484554
both	TF	TF ChIP-seq	HepG2	SNAI1	SNAI1	ENCSR188EMJ	ENCFF179LFO	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SNAI1/SNAI1_HepG2_ENCSR188EMJ_ENCFF179LFO_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	31	324	6.175298804780876	3.764377831997211	54	484	1.6826098922701895	0.0119728782349829	17	64	3.386454183266932	0.7435808063204369	31	76	4.678833762886598	1.4593677428249904e-06	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.06262425447316103	0.037697490706319704	1.6612313790600004	0.7322530282518749	2.410920972783665	1.6404566917515127	1.921801434279403
both	TF	TF ChIP-seq	HepG2	SOX13	SOX13	ENCSR041RCS	ENCFF360MIH	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SOX13/SOX13_HepG2_ENCSR041RCS_ENCFF360MIH_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	5	31	0.99601593625498	0.3601719530614616	6	47	2.783150515999221	0.0458114732594647	2	4	0.398406374501992	0.0464738003950273	2	4	8.603	0.0392126863846054	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.010934393638170975	0.003659386617100372	2.9880400138849446	1.579199467888478	0.6358439831935183	2.7653900526924557	1.3390257414444438
both	TF	TF ChIP-seq	HepG2	SOX5	SOX5	ENCSR961WLZ	ENCFF703VBH	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SOX5/SOX5_HepG2_ENCSR961WLZ_ENCFF703VBH_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	53	1152	10.557768924302788	13.384454513767864	72	2235	0.763879222345954	0.0777037776158174	21	185	4.183266932270916	2.149413268270013	25	208	1.987548463224139	0.0075839146207369	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.10636182902584493	0.13388708178438663	0.7944144245158118	-0.3320362761644564	-2.8266855894650753	0.7888083084329349	1.1095578671987734
both	TF	TF ChIP-seq	HepG2	SOX6	SOX6	ENCSR766TSU	ENCFF863JMY	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SOX6/SOX6_HepG2_ENCSR766TSU_ENCFF863JMY_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	66	1337	13.147410358565736	15.533867782037875	89	2852	0.8231148744622014	0.1616779927638378	20	278	3.98406374501992	3.229929127454398	29	349	1.2431714379533718	0.3644669519917304	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.13220675944333996	0.15537871747211895	0.8508678768510433	-0.232992967923585	-2.386457423472139	0.84637068777992	0.7913490912357038
both	TF	TF ChIP-seq	HepG2	SRY	SRY	ENCSR308LFD	ENCFF862WTX	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/SRY/SRY_HepG2_ENCSR308LFD_ENCFF862WTX_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	41	365	8.167330677290837	4.240734286046242	53	548	2.0082726651412948	0.0001359274897194	20	81	3.98406374501992	0.9410944579993028	25	101	4.367604118641463	4.6942467461204514e-07	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.08250497017892644	0.04246050185873606	1.9430992703151815	0.9583596081455845	3.926596391244595	1.925923702450472	3.866692703487228
both	TF	TF ChIP-seq	HepG2	TCF3	TCF3	ENCSR911MML	ENCFF902EKZ	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/TCF3/TCF3_HepG2_ENCSR911MML_ENCFF902EKZ_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	18	150	3.5856573705179287	1.742767514813524	19	176	2.096776859504132	0.0058329311625286	6	14	1.195219123505976	0.1626583013825955	7	14	7.4248271889400925	0.0005426651502649	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.036779324055666	0.017483736059479553	2.1036307074496543	1.0728814616203448	1.8428898557044047	2.0574501992031875	2.2341131488760677
both	TF	TF ChIP-seq	HepG2	ZEB1	ZEB1	ENCSR000BVN	ENCFF060IPX	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZEB1/ZEB1_HepG2_ENCSR000BVN_ENCFF060IPX_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	26	405	5.179282868525896	4.705472289996514	37	548	1.1061935885465295	0.5891471948632484	14	69	2.788844621513944	0.801673056814221	20	81	3.549893086243763	0.0001563636682303	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.05268389662027833	0.047107342007434945	1.1183797339268948	0.16141012309702318	0.473810578529382	1.1006935222074665	0.22977618580635117
both	TF	TF ChIP-seq	HepG2	ZKSCAN5	ZKSCAN5	ENCSR159BTO	ENCFF669MLA	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZKSCAN5/ZKSCAN5_HepG2_ENCSR159BTO_ENCFF669MLA_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	22	194	4.382470119521913	2.253979319158824	25	259	1.9876073883161511	0.0057407728363027	11	29	2.1912350597609564	0.336935052863948	13	34	6.626729405154856	6.852743462862578e-06	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.04473161033797217	0.02259526022304833	1.979689983492362	0.9852745240945798	2.128490800363089	1.9443257896250055	2.241029637924598
both	TF	TF ChIP-seq	HepG2	ZNF225	ZNF225	ENCSR075PWK	ENCFF186RPU	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF225/ZNF225_HepG2_ENCSR075PWK_ENCFF186RPU_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	37	346	7.370517928286853	4.019983734169862	57	565	1.8997886754925728	0.0007980260324263	14	87	2.788844621513944	1.0108051585918438	24	101	2.8094968908988127	0.0012209045384026	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.07455268389662027	0.04025325278810409	1.8520909176972793	0.889154921109764	3.3505341941169915	1.833469589848698	3.0979829412875057
both	TF	TF ChIP-seq	HepG2	ZNF235	ZNF235	ENCSR924KZA	ENCFF321MWB	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF235/ZNF235_HepG2_ENCSR924KZA_ENCFF321MWB_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	28	269	5.577689243027888	3.1253630765655864	40	406	1.8310040311828464	0.0060073729476114	14	42	2.788844621513944	0.4879749041477867	16	55	5.850409836065574	1.354734311739258e-06	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.05666003976143141	0.031308085501858735	1.8097574110070562	0.8557963241633334	2.4523261664623015	1.7846532087264322	2.2213154054986393
both	TF	TF ChIP-seq	HepG2	ZNF24	ZNF24	ENCSR362NWP	ENCFF904QAD	/rhome/yzhan677/bigdata/ChIP-seq_HepG2/ZNF24/ZNF24_HepG2_ENCSR362NWP_ENCFF904QAD_GRCh38_rep1-2.narrowPeak.bed	yes	502	8607	13	213	2.589641434262948	2.474729871035204	15	279	1.047668423629713	0.8821184560396227	7	19	1.394422310756972	0.2207505518763796	9	21	6.391919191919192	0.0003889646713917	C:\Users\Yusen Zhang\Downloads\baseline_like_overlap_three_class_summary.tsv	event_region	0.0268389662027833	0.024802509293680296	1.0821068902742794	0.11384301529407527	0.1149115632277442	1.0464339823803377	0.054473091342050334
